,title,release_date,popularity,vote_average,vote_count
7880,We're Back! A Dinosaur's Story,11/24/1993,2.1222,6.1,421
7881,Eraser,6/21/1996,4.6169,6.077,1898
7882,Tarzan II,6/13/2005,3.0643,6.1,1189
7883,Tin Cup,8/16/1996,1.7183,6.076,546
7884,Hollywoodland,8/31/2006,2.6335,6.076,422
7885,Justice League,11/15/2017,9.82,6.075,13251
7886,Mais qui a tué Pamela Rose ?,6/4/2003,0.8622,6.075,334
7887,Tourist Trap,3/14/1979,1.7262,6.075,319
7888,Flashback,10/8/2020,1.807,6.074,311
7889,Haunter,10/17/2013,1.6511,6.074,595
7890,Ned Kelly,3/22/2003,1.7291,6.074,371
7891,Just Believe,3/29/2018,0.6007,6.073,349
7892,Fast Food Nation,11/17/2006,1.0299,6.073,378
7893,Carrie,11/4/2002,2.4242,6.073,513
7894,Infinity Pool,1/27/2023,2.7815,6.072,898
7895,Freddy vs. Jason,8/15/2003,4.8865,6.072,2687
7896,Primeval,1/12/2007,1.7342,6.1,424
7897,The F**k-It List,7/1/2020,1.4615,6.071,491
7898,In Darkness,5/25/2018,1.1579,6.1,497
7899,Meet Bill,9/7/2007,1.9884,6.071,339
7900,The Story of Us,10/14/1999,1.2953,6.1,330
7901,Yu-Gi-Oh! The Movie,8/13/2004,1.9121,6.071,353
7902,Alien Nation,10/7/1988,1.3344,6.07,315
7903,Desperately Seeking Susan,3/29/1985,1.5829,6.1,463
7904,Keanu,4/29/2016,2.7541,6.1,1080
7905,The Crazies,3/16/1973,1.1644,6.069,379
7906,In the Electric Mist,4/15/2009,1.8062,6.069,435
7907,After the Dark,7/6/2013,2.1918,6.068,697
7908,Wyrmwood: Road of the Dead,9/19/2014,1.4532,6.067,467
7909,Somewhere,9/3/2010,1.4181,6.067,764
7910,Jennifer Eight,11/6/1992,1.6229,6.067,372
7911,Stuart Little,12/17/1999,4.9895,6.067,4473
7912,Ali G Indahouse,3/21/2002,2.4995,6.067,1411
7913,French Twist,1/18/1995,1.1558,6.1,312
7914,Bedazzled,10/19/2000,3.8064,6.067,1967
7915,Terminator Salvation,5/20/2009,6.4087,6.1,6684
7916,The Last Days,3/27/2013,1.1526,6.066,356
7917,The Monuments Men,1/24/2014,3.0426,6.066,3673
7918,Parker,1/23/2013,4.9697,6.066,3125
7919,Berberian Sound Studio,8/30/2012,1.1163,6.1,374
7920,Resident Evil: Afterlife,9/9/2010,0.3249,6.066,3993
7921,Cleaner,9/11/2007,4.0203,6.066,863
7922,I Saw the TV Glow,5/3/2024,4.1618,6.065,527
7923,About My Father,5/25/2023,2.5728,6.065,360
7924,Suck Me Shakespeer 3,10/26/2017,1.7485,6.065,469
7925,The Pacifier,3/4/2005,5.9469,6.065,3105
7926,Newness,11/3/2017,2.4822,6.064,606
7927,Prey,3/15/2024,9.1665,6.063,333
7928,Halloween Ends,10/12/2022,4.4569,6.1,1871
7929,Black Sheep,2/1/1996,1.9778,6.063,427
7930,Sleepover,7/9/2004,2.4846,6.063,492
7931,Murder at 1600,4/18/1997,2.1577,6.063,552
7932,Krull,7/29/1983,2.3791,6.1,578
7933,The Final Cut,10/15/2004,1.1521,6.062,722
7934,Mimic,8/22/1997,2.8551,6.1,1161
7935,Into the Storm,8/6/2014,3.1111,6.061,2077
7936,Broken Arrow,2/9/1996,2.7029,6.1,1579
7937,The Shadow,7/1/1994,2.4219,6.061,537
7938,My Life Without Me,3/7/2003,2.2702,6.063,477
7939,The Wolf of Snow Hollow,10/23/2020,1.6692,6.06,456
7940,The Intruder,5/3/2019,2.1148,6.06,591
7941,Fist Fight,2/16/2017,1.7958,6.06,1263
7942,Harlem Nights,11/17/1989,1.607,6.06,323
7943,Angel Eyes,5/18/2001,1.5984,6.1,447
7944,Sanctum,2/3/2011,2.1714,6.059,1089
7945,Hotel Artemis,6/7/2018,2.3405,6.058,1597
7946,Wonderstruck,10/13/2017,1.485,6.1,412
7947,Transcendence,4/16/2014,4.2721,6.058,5549
7948,Whatsoeverly,1/21/2011,0.4715,6.058,533
7949,Spoiled Brats,9/15/2021,2.1957,6.057,576
7950,Amsterdam,9/27/2022,3.0837,6.057,1655
7951,Transformers: The Last Knight,6/16/2017,8.4108,6.057,6432
7952,Home on the Range,4/2/2004,4.745,6.057,2091
7953,Nurse Betty,8/30/2000,1.9204,6.057,410
7954,The Weekend Away,3/3/2022,1.8259,6.056,745
7955,Mister Happiness,1/1/2017,0.5008,6.1,342
7956,Fantozzi to the Rescue,12/21/1990,0.4147,6.1,351
7957,Tequila Sunrise,12/2/1988,1.9486,6.1,531
7958,The Takedown,5/6/2022,1.3765,6.055,491
7959,The Paramedic,9/16/2020,2.4265,6.1,653
7960,The Wretched,12/15/2019,1.5296,6.055,642
7961,The Warning,3/10/2018,1.1159,6.055,379
7962,The Russia House,12/21/1990,2.1229,6.1,311
7963,The Truth About Cats & Dogs,4/26/1996,1.8642,6.055,327
7964,Interceptor,5/26/2022,3.5085,6.1,775
7965,Kristy,8/7/2014,0.9555,6.054,426
7966,Cyberbully,11/10/2011,0.9959,6.1,467
7967,Wishmaster,9/19/1997,2.7121,6.054,644
7968,The Sentinel,4/19/2006,3.7538,6.054,840
7969,The Waterboy,11/6/1998,3.3617,6.053,1900
7970,The Distinguished Gentleman,12/4/1992,1.1262,6.1,311
7971,Money Talks,8/22/1997,1.5696,6.1,397
7972,Jingle All the Way,11/21/1996,3.464,6.053,2770
7973,No Filter,4/3/2019,1.1295,6.052,306
7974,Wasp Network,1/29/2020,1.9844,6.052,387
7975,A Million Ways to Die in the West,5/22/2014,4.2988,6.1,4208
7976,Carriers,9/4/2009,3.1857,6.052,1430
7977,Black Death,6/7/2010,1.83,6.051,902
7978,Little Nicholas,9/30/2009,1.5109,6.051,1134
7979,National Lampoon's Loaded Weapon 1,2/4/1993,1.4778,6.1,750
7980,Color Out of Space,1/24/2020,3.2116,6.05,1553
7981,Vivarium,9/7/2019,3.3712,6.05,2268
7982,Beach Rats,8/25/2017,1.9361,6.05,548
7983,Mike and Dave Need Wedding Dates,7/7/2016,2.7839,6.05,2511
7984,Our Kind of Traitor,5/5/2016,1.4309,6.05,574
7985,The Cheetah Girls,8/15/2003,1.7107,6,478
7986,April Fool's Day,3/27/1986,1.4065,6.05,358
7987,The Gendarme and the Creatures from Outer Space,1/31/1979,1.5128,6,633
7988,Antitrust,1/11/2001,2.0616,6.05,539
7989,Never Say Never Again,10/7/1983,5.0078,6.049,1509
7990,Dorian Gray,9/9/2009,2.6448,6.049,2161
7991,Persuasion,7/1/2022,1.7576,6.044,611
7992,Jimmy Neutron: Boy Genius,12/14/2001,3.2567,6.048,948
7993,Fortress,12/18/1992,2.0447,6,673
7994,The Rocker,8/20/2008,1.4852,6.048,600
7995,Starry Eyes,7/29/2014,1.4482,6.047,466
7996,The Brats,4/17/2013,1.2729,6.047,542
7997,Crimes of the Future,5/25/2022,2.2528,6.046,1163
7998,Teenage Mutant Ninja Turtles: Out of the Shadows,6/1/2016,5.2645,6,3629
7999,Womb,7/15/2010,1.5767,6.046,378
8000,And So It Goes,7/10/2014,1.7053,6.045,467
8001,All Good Things,12/3/2010,1.3647,6,938
8002,The Heir Apparent: Largo Winch,12/17/2008,1.8004,6.045,558
8003,Halloween H20: 20 Years Later,8/5/1998,3.1131,6.045,1706
8004,The Chronicles of Riddick: Dark Fury,6/15/2004,0.5694,6.045,324
8005,Blessed Madness,1/11/2018,0.3789,6.044,384
8006,He Even Has Your Eyes,1/18/2017,0.9201,6.044,510
8007,Below,8/11/2002,2.08,6,472
8008,My Girl 2,2/11/1994,2.7495,6.048,511
8009,The 355,1/5/2022,2.891,6,1058
8010,6 Souls,3/27/2010,1.5031,6.043,733
8011,The Tailor of Panama,2/11/2001,1.9562,6,505
8012,Hot Tub Time Machine,3/26/2010,3.5905,6.042,2568
8013,Firefox,6/18/1982,2.1999,6,578
8014,Two for the Money,10/7/2005,2.0991,6.042,676
8015,The Peacemaker,9/26/1997,3.3314,6,1053
8016,Topaz,12/17/1969,1.6132,6.042,391
8017,Despite Everything,3/16/2019,1.4904,6.041,426
8018,Love and Honor,3/22/2013,0.9447,6.041,352
8019,Dumped,4/18/2018,1.1726,6.04,375
8020,Anna and the Apocalypse,11/30/2018,1.414,6.04,403
8021,The Bronze,1/22/2016,1.7782,6.04,377
8022,The Wizard,12/15/1989,1.0424,6.04,324
8023,Beautiful Creatures,2/13/2013,2.8262,6.039,2877
8024,The Gate,4/21/1987,1.7643,6.039,394
8025,Werewolves,12/4/2024,10.5941,6.038,423
8026,6 Days,7/9/2017,1.8685,6.038,717
8027,Standoff,2/26/2016,1.6279,6,325
8028,Mississippi Grind,7/4/2015,1.6032,6.038,537
8029,Carrie,10/16/2013,4.3752,6.038,4569
8030,War of the Buttons,9/14/2011,0.6614,6,421
8031,Twins,12/9/1988,4.4617,6,2362
8032,Cat People,4/2/1982,2.1144,6,527
8033,The Night Eats the World,3/7/2018,2.642,6.037,739
8034,Replicas,10/25/2018,3.0958,6.037,1408
8035,The Rewrite,6/15/2014,1.4695,6.037,607
8036,The Trouble with You,10/6/2018,1.4185,6.036,463
8037,Immortals,11/10/2011,6.0117,6.036,2675
8038,The Invitation,8/24/2022,3.6979,6.029,887
8039,Captain America: Brave New World,2/12/2025,39.6942,6.035,2490
8040,The Vanished,8/21/2020,1.7477,6.035,333
8041,Red State,8/19/2011,1.4444,6.035,979
8042,Ong Bak 3,5/5/2010,2.4447,6.035,451
8043,The Children,12/5/2008,1.2812,6.035,398
8044,Nightwatch,1/31/1997,1.0783,6.035,404
8045,2:22,6/29/2017,2.5406,6.034,1494
8046,The Possession,8/30/2012,2.7646,6.034,1640
8047,Hotel for Dogs,1/16/2009,2.571,6.034,885
8048,Cocaine Bear,2/22/2023,4.5823,6,2232
8049,Extinction,7/15/2018,3.5658,6.033,1892
8050,The Den,12/12/2013,1.0558,6.033,350
8051,Lonely Hearts,4/30/2006,1.5807,6.033,351
8052,Hypnotic,10/27/2021,1.7813,6.032,649
8053,Fletch Lives,3/17/1989,1.6173,6,311
8054,National Lampoon's Van Wilder,3/29/2002,2.9659,6.032,1853
8055,RoboCop 2,6/22/1990,5.1477,6,1982
8056,In Good Company,12/29/2004,1.538,6.032,641
8057,Get Hard,3/26/2015,3.2743,6.03,2778
8058,Bandidas,1/18/2006,2.6591,6.031,1123
8059,Maniac,12/26/2012,2.3253,6.03,956
8060,Incredible But True,6/15/2022,0.7858,6.029,397
8061,The Silence,5/16/2019,3.5533,6.029,1608
8062,Teen Spirit,4/12/2019,1.0654,6,343
8063,The Great Wall,12/16/2016,6.8093,6.029,5311
8064,Orange County,1/11/2002,1.3641,6.029,472
8065,The Net,7/28/1995,3.2549,6.029,1423
8066,Smoking Causes Coughing,11/30/2022,1.0077,6.028,378
8067,Porno,6/28/2019,3.8853,6.028,392
8068,Full Speed,11/11/2016,1.7218,6.028,652
8069,All the Old Knives,4/8/2022,3.3997,6.028,577
8070,The Woman,10/14/2011,1.738,6,549
8071,The Return,11/10/2006,1.1699,6.028,640
8072,Bee Movie,10/28/2007,6.5933,6.028,5020
8073,Flight Risk,1/22/2025,21.199,6,895
8074,Argylle,1/31/2024,5.2049,6.027,1530
8075,The Old Guard 2,7/1/2025,71.3481,6.027,619
8076,Parallels,3/1/2015,0.5877,6,372
8077,Spooks: The Greater Good,4/11/2015,1.378,6.027,592
8078,The Santa Claus Gang,12/17/2010,0.464,6.027,1061
8079,A Turtle's Tale: Sammy's Adventures,8/4/2010,2.7487,6,659
8080,The Accidental Spy,1/18/2001,0.916,6,475
8081,I.Q.,12/24/1994,1.137,6,463
8082,Shark Tale,9/20/2004,7.3871,6.026,6474
8083,Franklyn,10/16/2008,1.1305,6.026,366
8084,The Invasion,8/17/2007,4.6816,6,1574
8085,Love in the Villa,9/1/2022,1.61,6.025,373
8086,Berlin Syndrome,4/20/2017,1.8327,6.025,657
8087,Percy Jackson: Sea of Monsters,8/7/2013,3.7268,6.025,5209
8088,Total Recall,8/2/2012,6.3875,6.023,5616
8089,Tarzan & Jane,6/24/2002,2.9592,6.025,652
8090,Billy Lynn's Long Halftime Walk,11/10/2016,3.7568,6.024,580
8091,Solomon Kane,12/23/2009,2.7715,6.024,1445
8092,Paranormal Activity,9/14/2007,4.9384,6.024,5188
8093,Along Came Polly,1/16/2004,3.4771,6,2907
8094,Spanglish,12/17/2004,1.9449,6.024,1328
8095,Jaws 2,6/16/1978,4.1152,6.024,2009
8096,Mechanic: Resurrection,8/25/2016,7.2719,6.023,3465
8097,Lovelace,8/8/2013,3.599,6.023,709
8098,Killing Them Softly,7/30/2012,2.2187,6.023,2273
8099,Sleepwalkers,4/10/1992,2.5443,6.023,569
8100,Significant Other,10/6/2022,3.5372,6.022,344
8101,Candyman,8/25/2021,3.0782,6.021,1638
8102,Up for Love,5/4/2016,2.7673,6.022,850
8103,House of Wax,5/5/2005,5.196,6,3139
8104,Lions for Lambs,10/22/2007,1.8138,6,780
8105,The Deliverance,8/16/2024,4.0095,6.021,501
8106,Werewolves Within,6/25/2021,1.7893,6.02,570
8107,Point Blank,7/12/2019,1.5741,6.02,554
8108,Circle,5/28/2015,1.9789,6,2028
8109,Tracers,1/15/2015,2.8642,6,1085
8110,101 Dalmatians II: Patch's London Adventure,3/2/2003,3.3179,6,1201
8111,Mad Dog and Glory,3/5/1993,1.7216,6,375
8112,The Last Summer,5/3/2019,2.9443,6.018,1383
8113,Leaves of Grass,9/13/2009,1.0919,6.018,428
8114,Alvin and the Chipmunks: The Road Chip,12/17/2015,5.3076,6.017,1694
8115,The Love Punch,1/13/2014,1.6801,6.017,450
8116,Case départ,7/6/2011,1.4794,6.017,517
8117,Jack Frost,11/15/1998,2.3611,6.019,1174
8118,Timecop,9/15/1994,3.1333,6.017,1217
8119,The Last Kiss,9/10/2006,1.3687,6.017,383
8120,Stand Up Guys,12/14/2012,2.4125,6.016,963
8121,The Last House on the Left,8/30/1972,3.4382,6,725
8122,The Human Stain,10/29/2003,2.1307,6.016,476
8123,Shaft,6/15/2000,3.3944,6.016,1344
8124,Fatale,12/18/2020,6.5182,6.015,358
8125,Monster Family,8/24/2017,1.5987,6.015,359
8126,The Visitors II: The Corridors of Time,2/11/1998,2.6826,6.015,1023
8127,Indiana Jones and the Kingdom of the Crystal Skull,5/21/2008,6.0134,6.015,8613
8128,12 Feet Deep,11/8/2018,1.9265,6.014,317
8129,Birth,10/29/2004,2.247,6,705
8130,5 Flights Up,5/10/2014,0.8823,6,312
8131,Grace of Monaco,4/22/2014,1.6715,6.013,603
8132,Vertical Limit,12/8/2000,3.664,6.013,1063
8133,The Out-Laws,7/7/2023,2.8653,6.012,741
8134,The Gambler,12/25/2014,4.6804,6.012,1475
8135,The Signal,3/15/2014,2.2822,6.012,1734
8136,How to Lose Friends & Alienate People,10/2/2008,2.427,6.012,792
8137,Mulholland Falls,4/26/1996,2.2599,6.012,303
8138,Yamakasi,4/4/2001,1.3427,6.012,578
8139,1BR,7/18/2019,1.865,6,484
8140,The Laundromat,9/27/2019,2.222,6.011,1244
8141,Burn,8/23/2019,2.687,6.011,316
8142,Polaroid,1/10/2019,2.3052,6.011,1092
8143,The Fifth Estate,10/11/2013,1.8861,6.011,1031
8144,Don Jon,9/12/2013,6.2672,6.011,4395
8145,The Tall Man,3/19/2012,1.6906,6.011,1174
8146,Candy Cane Lane,11/29/2023,1.4169,6.01,441
8147,Carter,8/5/2022,2.9425,6.01,394
8148,Poor but Rich,12/15/2016,0.9218,6.01,420
8149,Kidnapping Mr. Heineken,3/12/2015,1.7235,6.01,642
8150,The Big Year,10/13/2011,1.3867,6.01,833
8151,Miami Vice,7/27/2006,3.2295,6.01,1850
8152,Blind Date,3/27/1987,2.3437,6,507
8153,Day of the Woman,11/2/1978,3.4483,6.008,663
8154,Asterix & Obelix Take on Caesar,2/3/1999,3.331,6.009,1954
8155,The Offering,9/23/2022,2.5081,6.007,348
8156,The Borrowers,12/5/1997,2.4097,6.007,494
8157,Azrael,9/27/2024,10.2797,6.006,342
8158,Irresistible,7/1/2020,2.1612,6.006,462
8159,The Tuche Family,6/30/2011,1.8318,6.006,1313
8160,Fighting,4/24/2009,2.7213,6.006,722
8161,The Fox and the Hound 2,11/9/2006,3.8923,6.006,673
8162,The Deep House,6/30/2021,2.5683,6.005,1041
8163,Guess Who,3/25/2005,2.122,6.005,934
8164,The Monkey,2/14/2025,19.2745,6.003,868
8165,Adult World,2/14/2014,1.3664,6.004,375
8166,Neuilly Yo Mama!,8/12/2009,0.52,6,935
8167,Gabriel,11/15/2007,1.3194,6.004,408
8168,Another 48 Hrs.,6/8/1990,2.1989,6.003,919
8169,Eli,10/18/2019,2.1202,5.998,1445
8170,A Very Harold & Kumar Christmas,11/4/2011,2.2315,5.995,992
8171,Willy's Wonderland,2/12/2021,3.2444,5.999,1056
8172,The First Purge,7/4/2018,4.8632,6,4078
8173,Certain Women,9/25/2016,2.2755,6,359
8174,God's Not Dead,3/21/2014,2.327,6,929
8175,The Babysitters,5/9/2008,3.7684,6,515
8176,The Adventures of Buckaroo Banzai Across the 8th Dimension,8/10/1984,2.7709,6,461
8177,Dragnet,6/26/1987,2.2578,6,507
8178,How to Talk to Girls at Parties,10/6/2017,1.7125,5.999,403
8179,Life,9/9/2015,1.2704,5.999,353
8180,Ilsa: She Wolf of the SS,10/1/1975,1.9908,6,361
8181,Vegas Vacation,2/13/1997,2.1985,5.999,674
8182,Dangerous,11/5/2021,2.5447,5.998,487
8183,The Woman in the Window,5/13/2021,1.8789,5.998,2032
8184,The Last Witch Hunter,10/21/2015,5.8116,5.999,3699
8185,The Gendarme and the Gendarmettes,10/3/1982,1.955,6,565
8186,Ghost Ship,10/25/2002,4.2389,5.998,2499
8187,End of the Road,9/9/2022,1.4527,6,332
8188,Larry Crowne,6/30/2011,2.5167,5.997,1355
8189,Knockaround Guys,11/30/2001,1.7666,5.997,368
8190,Austin Powers in Goldmember,7/26/2002,4.9732,6,3225
8191,Desperados,7/1/2020,1.0799,5.996,484
8192,Gretel & Hansel,1/30/2020,2.9222,6,1480
8193,Die Another Day,11/17/2002,6.1374,5.996,3659
8194,"I Love You, Beth Cooper",7/10/2009,2.2915,6,914
8195,Vendetta,5/17/2022,3.3426,6,307
8196,We Can Be Heroes,12/25/2020,7.1173,6,789
8197,No One Lives,3/9/2013,1.538,5.995,645
8198,Take Me Home Tonight,3/4/2011,2.2264,5.995,686
8199,The Key,10/19/1983,6.8282,6,421
8200,Celebrity,9/7/1998,1.5346,5.995,485
8201,Jack Reacher: Never Go Back,10/19/2016,8.4733,5.994,5052
8202,What to Expect When You're Expecting,5/17/2012,3.4517,5.994,1816
8203,Caligula,8/14/1979,5.861,6,894
8204,Guarding Tess,3/11/1994,1.8294,6,333
8205,Crush,3/13/2013,1.5759,5.993,355
8206,Frozen,2/5/2010,2.661,5.993,1901
8207,Georgia Rule,5/10/2007,2.2091,5.993,449
8208,Passenger 57,11/6/1992,2.9626,5.993,1048
8209,The Cable Guy,6/10/1996,2.4081,5.993,2521
8210,Mission to Mars,3/10/2000,2.7015,5.993,1485
8211,Tragedy Girls,10/20/2017,1.967,6,327
8212,The Twilight Saga: New Moon,11/18/2009,10.7121,5.992,9425
8213,Extreme Measures,9/27/1996,1.741,6,329
8214,The Fan,8/15/1996,2.4134,6,811
8215,Deep Blue Sea,7/28/1999,5.768,5.993,2516
8216,Scream 3,2/4/2000,4.9221,5.991,3770
8217,Sharpay's Fabulous Adventure,4/19/2011,2.44,5.991,552
8218,Deuce Bigalow: Male Gigolo,12/10/1999,3.8393,5.991,1459
8219,Medicine Man,2/7/1992,1.6107,5.991,393
8220,Sudden Death,10/27/1995,1.6762,5.991,754
8221,Ken Park,1/30/2003,3.6091,5.994,641
8222,Hard to Kill,2/9/1990,2.9557,5.99,630
8223,Sister Death,10/5/2023,2.1206,5.989,333
8224,Saw 3D,10/22/2010,4.1171,5.989,3151
8225,The Boondock Saints II: All Saints Day,11/24/2009,1.4977,5.989,772
8226,Flight of the Phoenix,12/17/2004,2.6113,5.989,889
8227,The Seventh Sign,4/1/1988,1.8106,6,348
8228,The 6th Day,11/17/2000,3.2952,5.988,2114
8229,The Void,9/22/2016,3.2726,5.987,1315
8230,A Boss in the Living Room,1/1/2014,0.541,5.987,530
8231,Red Riding Hood,3/10/2011,3.5926,5.989,3208
8232,The Relic,1/10/1997,2.0035,5.987,558
8233,The Arrival,5/31/1996,2.6672,5.986,769
8234,Blue Crush,8/8/2002,2.1822,6,544
8235,The Marvels,11/8/2023,9.1172,5.984,3058
8236,Snow White and the Huntsman,5/30/2012,4.2276,5.985,8005
8237,While We're Young,3/27/2015,1.5676,5.984,1144
8238,About Last Night,2/14/2014,1.7034,6,510
8239,I'm Still Here,9/10/2010,1.4953,6,381
8240,Creep,8/10/2004,2.8392,5.984,784
8241,I Know What You Did Last Summer,10/17/1997,9.0271,5.984,2994
8242,Godzilla Raids Again,4/24/1955,2.0403,5.984,305
8243,Batman v Superman: Dawn of Justice,3/23/2016,19.094,5.983,18421
8244,Get Him to the Greek,6/3/2010,2.2868,6,1821
8245,Jennifer's Body,9/18/2009,6.6359,5.983,4002
8246,The Dark Half,4/23/1993,1.6801,5.982,436
8247,Role Play,12/14/2023,5.8358,5.981,573
8248,Mother's Day,4/28/2016,3.0114,6,1290
8249,Poltergeist II: The Other Side,5/23/1986,2.5099,5.981,718
8250,S1m0ne,8/23/2002,1.1931,5.981,928
8251,The Birth of a Nation,3/8/1915,2.7847,5.981,559
8252,Love the Coopers,11/12/2015,1.6643,5.98,822
8253,The Overnight,6/19/2015,1.6483,5.98,346
8254,Parental Guidance,12/25/2012,2.7646,5.98,468
8255,Fatal,6/16/2010,0.7077,5.98,638
8256,Dead Snow,1/9/2009,1.7272,5.98,1155
8257,Breaking In,5/5/2018,1.7708,6,675
8258,My Big Fat Greek Wedding 2,3/23/2016,3.0855,5.979,1036
8259,65,3/2/2023,5.693,5.978,2607
8260,GirlHouse,10/16/2014,1.886,6,301
8261,Triple 9,2/19/2016,3.0751,5.978,2186
8262,Bringing Down the House,3/7/2003,1.8955,5.978,714
8263,Barbarella,10/10/1968,2.8242,5.978,770
8264,Prime,9/21/2005,2.2101,5.978,813
8265,The League of Extraordinary Gentlemen,7/11/2003,4.6172,5.977,4155
8266,The Blackening,6/15/2023,1.8698,5.976,349
8267,Anon,5/3/2018,2.5036,5.976,1633
8268,Wilson,3/24/2017,1.6291,5.976,368
8269,Friends with Kids,3/9/2012,1.6778,5.976,476
8270,Boys and Girls,6/16/2000,1.549,6,400
8271,London,9/3/2005,1.5557,5.975,324
8272,The Ones Below,3/11/2016,1.1222,5.974,360
8273,Mr. Popper's Penguins,6/17/2011,2.6258,5.974,3041
8274,Eileen,12/1/2023,1.8265,5.973,301
8275,Stowaway,6/24/2021,1.5914,5.973,575
8276,The Valet,3/29/2006,2.1874,5.973,527
8277,An American Werewolf in Paris,5/29/1997,2.5369,5.973,712
8278,The Marine,10/13/2006,2.8505,5.973,784
8279,Captain Corelli's Mandolin,4/18/2001,1.8794,5.973,542
8280,The Stuff,6/14/1985,2.3779,5.972,494
8281,Leviathan,3/17/1989,1.7455,5.972,518
8282,Calvaire,3/9/2005,0.9372,5.972,326
8283,Wild Hogs,3/2/2007,3.3335,5.972,2344
8284,Tin & Tina,3/24/2023,2.143,5.971,431
8285,Close,2/22/2019,2.8948,5.971,684
8286,Elvis & Nixon,3/22/2016,1.0736,5.971,424
8287,The Sacrament,9/2/2013,1.399,5.971,471
8288,I Love You in Every Language in the World,12/16/2005,0.2413,5.971,489
8289,Emmanuelle,6/25/1974,5.8495,6,786
8290,The Nines,1/21/2007,0.9068,5.971,441
8291,Almost Christmas,11/11/2016,2.1114,5.97,369
8292,Dark Phoenix,6/5/2019,9.4589,5.969,6741
8293,Out of the Blue,3/14/2013,0.4146,5.97,318
8294,Species,7/7/1995,5.5156,5.97,1713
8295,The Santa Clause 2,9/29/2002,2.7473,6,1345
8296,Imaginary,3/6/2024,3.6517,5.969,603
8297,Gloria Bell,3/7/2019,1.4363,6,324
8298,The American,8/31/2010,4.041,5.969,1408
8299,Dual,3/18/2022,1.5427,5.968,343
8300,A Fantastic Back and Forth,12/12/2013,0.5133,5.968,317
8301,Private Benjamin,10/6/1980,1.2117,6,395
8302,Baby Mama,4/25/2008,1.3317,5.968,665
8303,Diabolik: Ginko Attacks!,11/17/2022,1.1049,5.967,474
8304,Voyagers,4/8/2021,2.4589,6,908
8305,The Meddler,4/5/2016,0.967,5.967,362
8306,Good Kill,4/9/2015,1.1085,5.967,568
8307,Open Grave,8/13/2013,1.2476,5.967,733
8308,The Delta Force,2/14/1986,3.8821,5.967,455
8309,Lakeview Terrace,9/19/2008,2.7614,5.967,1093
8310,Lord of Illusions,8/25/1995,1.3119,6,348
8311,Scary Movie 3,10/24/2003,5.6192,5.966,4223
8312,Paradise Hills,8/29/2019,1.7615,5.965,550
8313,Resident Evil: Welcome to Raccoon City,11/24/2021,7.2751,5.965,2551
8314,The Boy,1/22/2016,3.1324,5.965,3823
8315,Sisters,12/18/2015,3.204,6,1409
8316,Deadfall,11/8/2012,2.23,5.965,691
8317,Imagine That,6/19/2009,1.9556,5.965,574
8318,Thick as Thieves,1/9/2009,1.7508,5.965,810
8319,"Little Indian, Big City",12/14/1994,1.7343,5.965,604
8320,The Men Who Stare at Goats,10/17/2009,2.0144,5.965,2286
8321,Walk of Shame,5/2/2014,2.2521,5.964,1463
8322,XOXO,8/26/2016,1.0773,6,591
8323,Antiviral,9/19/2012,1.5304,5.963,410
8324,Everyone's Hero,8/4/2006,1.5733,5.963,309
8325,When in Rome,11/26/2002,0.7761,5.962,327
8326,The Oxford Murders,1/18/2008,2.9923,5.962,663
8327,Goal II: Living the Dream,2/9/2007,1.5315,5.962,666
8328,A Castle for Christmas,11/26/2021,0.7826,5.961,330
8329,PG: Psycho Goreman,10/29/2020,1.2798,6,384
8330,Rim of the World,5/24/2019,2.6522,5.961,987
8331,Meander,7/1/2021,1.7703,5.962,429
8332,The Escort,11/5/2015,2.5987,5.961,426
8333,Point Break,12/3/2015,4.9228,5.961,2347
8334,Child's Play,6/19/2019,2.8614,5.96,1960
8335,Cop Car,7/8/2015,1.7441,5.96,882
8336,Pan,9/24/2015,3.9467,5.96,2767
8337,American Ninja,8/30/1985,3.0321,6,452
8338,The Courier,11/22/2019,2.7881,6,549
8339,She's Funny That Way,4/22/2015,1.5491,5.959,685
8340,Beyond Re-Animator,4/4/2003,1.3593,5.959,378
8341,The Baytown Outlaws,8/27/2012,1.8311,5.958,325
8342,Killers,6/4/2010,2.3597,5.957,2235
8343,Piranha,8/3/1978,2.8009,6,699
8344,When in Rome,1/29/2010,2.6828,5.958,1228
8345,National Security,1/17/2003,3.0805,6,1009
8346,Surveillance,2/8/2008,1.0292,6,336
8347,The Glass House,9/14/2001,3.3756,5.958,1032
8348,Would You Rather,2/8/2013,2.6909,5.957,960
8349,War of the Buttons,9/21/2011,0.7129,6,470
8350,Mars Needs Moms,3/9/2011,3.0787,5.957,731
8351,Ghosts of Girlfriends Past,5/1/2009,2.6574,6,2348
8352,xXx,8/9/2002,106.2781,5.957,4504
8353,Wrong Turn,1/26/2021,8.1662,6,1218
8354,Ravenous,9/23/2017,2.4597,5.956,442
8355,Open Season: Scared Silly,12/18/2015,3.1232,5.956,365
8356,I'll Be Home for Christmas,11/13/1998,1.2468,6,334
8357,EDtv,3/26/1999,1.3279,6,653
8358,The Desperate Hour,9/12/2021,1.9971,6,459
8359,10 Days with Dad,2/19/2020,0.6538,6,309
8360,10 Days with Dad,2/19/2020,0.6538,6,309
8361,Grimsby,2/24/2016,3.644,5.955,2365
